Date,Open,High,Low,Close,Adj Close,Volume
5/1/2019,96.654503,98.220001,88.635002,88.753502,88.753502,1964288000
6/1/2019,88.000504,96.760002,83.599998,94.681503,94.681503,1494930000
7/1/2019,96.149002,101.790001,92.472,93.338997,93.338997,1462976000
8/1/2019,93.585999,94.896004,87.175499,88.814499,88.814499,1595424000
9/1/2019,88.5,92.682999,85.460999,86.795502,86.795502,1223458000
10/1/2019,87.300003,89.942497,84.252998,88.833,88.833,1407210000
11/1/2019,89.400497,91.234497,86.135498,90.040001,90.040001,1041524000
12/1/2019,90.220001,95.07,86.75,92.391998,92.391998,1362992000
1/1/2020,93.75,102.786003,90.766998,100.435997,100.435997,1693966000
2/1/2020,100.529999,109.297501,90.556503,94.1875,94.1875,1850202000
